year,fips,state,state_po,county_name,dem_votes,candidate.x,rep_votes,candidate.y
2000,10001,DELAWARE,DE,KENT,22790,AL GORE,24081,GEORGE W. BUSH
2000,10003,DELAWARE,DE,NEW CASTLE,127539,AL GORE,78587,GEORGE W. BUSH
2000,10005,DELAWARE,DE,SUSSEX,29739,AL GORE,34620,GEORGE W. BUSH
2000,1001,ALABAMA,AL,AUTAUGA,4942,AL GORE,11993,GEORGE W. BUSH
2000,1003,ALABAMA,AL,BALDWIN,13997,AL GORE,40872,GEORGE W. BUSH
2000,1005,ALABAMA,AL,BARBOUR,5188,AL GORE,5096,GEORGE W. BUSH
2000,1007,ALABAMA,AL,BIBB,2710,AL GORE,4273,GEORGE W. BUSH
2000,1009,ALABAMA,AL,BLOUNT,4977,AL GORE,12667,GEORGE W. BUSH
2000,1011,ALABAMA,AL,BULLOCK,3395,AL GORE,1433,GEORGE W. BUSH
2000,1013,ALABAMA,AL,BUTLER,3606,AL GORE,4127,GEORGE W. BUSH
2000,1015,ALABAMA,AL,CALHOUN,15781,AL GORE,22306,GEORGE W. BUSH
2000,1017,ALABAMA,AL,CHAMBERS,5616,AL GORE,6037,GEORGE W. BUSH
2000,1019,ALABAMA,AL,CHEROKEE,3497,AL GORE,4154,GEORGE W. BUSH
2000,1021,ALABAMA,AL,CHILTON,4806,AL GORE,10066,GEORGE W. BUSH
2000,1023,ALABAMA,AL,CHOCTAW,3707,AL GORE,3600,GEORGE W. BUSH
2000,1025,ALABAMA,AL,CLARKE,4679,AL GORE,5988,GEORGE W. BUSH
2000,1027,ALABAMA,AL,CLAY,2045,AL GORE,3719,GEORGE W. BUSH
2000,1029,ALABAMA,AL,CLEBURNE,1664,AL GORE,3333,GEORGE W. BUSH
2000,1031,ALABAMA,AL,COFFEE,5220,AL GORE,9938,GEORGE W. BUSH
2000,1033,ALABAMA,AL,COLBERT,10543,AL GORE,10518,GEORGE W. BUSH
2000,1035,ALABAMA,AL,CONECUH,2783,AL GORE,2699,GEORGE W. BUSH
2000,1037,ALABAMA,AL,COOSA,2104,AL GORE,2382,GEORGE W. BUSH
2000,1039,ALABAMA,AL,COVINGTON,4440,AL GORE,8961,GEORGE W. BUSH
2000,1041,ALABAMA,AL,CRENSHAW,1934,AL GORE,2793,GEORGE W. BUSH
2000,1043,ALABAMA,AL,CULLMAN,9758,AL GORE,19157,GEORGE W. BUSH
2000,1045,ALABAMA,AL,DALE,4906,AL GORE,10593,GEORGE W. BUSH
2000,1047,ALABAMA,AL,DALLAS,10967,AL GORE,7360,GEORGE W. BUSH
2000,1049,ALABAMA,AL,DEKALB,7056,AL GORE,12827,GEORGE W. BUSH
2000,1051,ALABAMA,AL,ELMORE,6652,AL GORE,16777,GEORGE W. BUSH
2000,1053,ALABAMA,AL,ESCAMBIA,4523,AL GORE,6975,GEORGE W. BUSH
2000,1055,ALABAMA,AL,ETOWAH,17433,AL GORE,21087,GEORGE W. BUSH
2000,1057,ALABAMA,AL,FAYETTE,3064,AL GORE,4582,GEORGE W. BUSH
2000,1059,ALABAMA,AL,FRANKLIN,4793,AL GORE,6119,GEORGE W. BUSH
2000,1061,ALABAMA,AL,GENEVA,2769,AL GORE,6588,GEORGE W. BUSH
2000,1063,ALABAMA,AL,GREENE,3504,AL GORE,850,GEORGE W. BUSH
2000,1065,ALABAMA,AL,HALE,4652,AL GORE,2984,GEORGE W. BUSH
2000,1067,ALABAMA,AL,HENRY,2782,AL GORE,4054,GEORGE W. BUSH
2000,1069,ALABAMA,AL,HOUSTON,9412,AL GORE,22150,GEORGE W. BUSH
2000,1071,ALABAMA,AL,JACKSON,9066,AL GORE,8475,GEORGE W. BUSH
2000,1073,ALABAMA,AL,JEFFERSON,129889,AL GORE,138491,GEORGE W. BUSH
2000,1075,ALABAMA,AL,LAMAR,2653,AL GORE,4470,GEORGE W. BUSH
2000,1077,ALABAMA,AL,LAUDERDALE,13875,AL GORE,17478,GEORGE W. BUSH
2000,1079,ALABAMA,AL,LAWRENCE,6296,AL GORE,5671,GEORGE W. BUSH
2000,1081,ALABAMA,AL,LEE,14574,AL GORE,22433,GEORGE W. BUSH
2000,1083,ALABAMA,AL,LIMESTONE,8992,AL GORE,14204,GEORGE W. BUSH
2000,1085,ALABAMA,AL,LOWNDES,4557,AL GORE,1638,GEORGE W. BUSH
2000,1087,ALABAMA,AL,MACON,7665,AL GORE,1091,GEORGE W. BUSH
2000,1089,ALABAMA,AL,MADISON,48199,AL GORE,62151,GEORGE W. BUSH
2000,1091,ALABAMA,AL,MARENGO,4841,AL GORE,4690,GEORGE W. BUSH
2000,1093,ALABAMA,AL,MARION,4600,AL GORE,6910,GEORGE W. BUSH
2000,1095,ALABAMA,AL,MARSHALL,10381,AL GORE,17084,GEORGE W. BUSH
2000,1097,ALABAMA,AL,MOBILE,58640,AL GORE,78162,GEORGE W. BUSH
2000,1099,ALABAMA,AL,MONROE,3741,AL GORE,5153,GEORGE W. BUSH
2000,11001,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA,171923,AL GORE,18073,GEORGE W. BUSH
2000,1101,ALABAMA,AL,MONTGOMERY,40371,AL GORE,38827,GEORGE W. BUSH
2000,1103,ALABAMA,AL,MORGAN,16060,AL GORE,25774,GEORGE W. BUSH
2000,1105,ALABAMA,AL,PERRY,4020,AL GORE,1732,GEORGE W. BUSH
2000,1107,ALABAMA,AL,PICKENS,4143,AL GORE,4306,GEORGE W. BUSH
2000,1109,ALABAMA,AL,PIKE,4357,AL GORE,6058,GEORGE W. BUSH
2000,1111,ALABAMA,AL,RANDOLPH,3094,AL GORE,4666,GEORGE W. BUSH
2000,1113,ALABAMA,AL,RUSSELL,8396,AL GORE,6198,GEORGE W. BUSH
2000,1115,ALABAMA,AL,ST. CLAIR,6485,AL GORE,17117,GEORGE W. BUSH
2000,1117,ALABAMA,AL,SHELBY,13183,AL GORE,47651,GEORGE W. BUSH
2000,1119,ALABAMA,AL,SUMTER,4415,AL GORE,1629,GEORGE W. BUSH
2000,1121,ALABAMA,AL,TALLADEGA,11264,AL GORE,13807,GEORGE W. BUSH
2000,1123,ALABAMA,AL,TALLAPOOSA,6183,AL GORE,9805,GEORGE W. BUSH
2000,1125,ALABAMA,AL,TUSCALOOSA,24614,AL GORE,34003,GEORGE W. BUSH
2000,1127,ALABAMA,AL,WALKER,11621,AL GORE,13486,GEORGE W. BUSH
2000,1129,ALABAMA,AL,WASHINGTON,3386,AL GORE,4117,GEORGE W. BUSH
2000,1131,ALABAMA,AL,WILCOX,3444,AL GORE,1661,GEORGE W. BUSH
2000,1133,ALABAMA,AL,WINSTON,2692,AL GORE,6413,GEORGE W. BUSH
2000,12001,FLORIDA,FL,ALACHUA,47365,AL GORE,34124,GEORGE W. BUSH
2000,12003,FLORIDA,FL,BAKER,2392,AL GORE,5610,GEORGE W. BUSH
2000,12005,FLORIDA,FL,BAY,18850,AL GORE,38637,GEORGE W. BUSH
2000,12007,FLORIDA,FL,BRADFORD,3075,AL GORE,5414,GEORGE W. BUSH
2000,12009,FLORIDA,FL,BREVARD,97318,AL GORE,115185,GEORGE W. BUSH
2000,12011,FLORIDA,FL,BROWARD,387703,AL GORE,177902,GEORGE W. BUSH
2000,12013,FLORIDA,FL,CALHOUN,2155,AL GORE,2873,GEORGE W. BUSH
2000,12015,FLORIDA,FL,CHARLOTTE,29645,AL GORE,35426,GEORGE W. BUSH
2000,12017,FLORIDA,FL,CITRUS,25525,AL GORE,29767,GEORGE W. BUSH
2000,12019,FLORIDA,FL,CLAY,14632,AL GORE,41736,GEORGE W. BUSH
2000,12021,FLORIDA,FL,COLLIER,29921,AL GORE,60450,GEORGE W. BUSH
2000,12023,FLORIDA,FL,COLUMBIA,7047,AL GORE,10964,GEORGE W. BUSH
2000,12027,FLORIDA,FL,DESOTO,3320,AL GORE,4256,GEORGE W. BUSH
2000,12029,FLORIDA,FL,DIXIE,1826,AL GORE,2697,GEORGE W. BUSH
2000,12031,FLORIDA,FL,DUVAL,107864,AL GORE,152098,GEORGE W. BUSH
2000,12033,FLORIDA,FL,ESCAMBIA,40943,AL GORE,73017,GEORGE W. BUSH
2000,12035,FLORIDA,FL,FLAGLER,13897,AL GORE,12613,GEORGE W. BUSH
2000,12037,FLORIDA,FL,FRANKLIN,2046,AL GORE,2454,GEORGE W. BUSH
2000,12039,FLORIDA,FL,GADSDEN,9735,AL GORE,4767,GEORGE W. BUSH
2000,12041,FLORIDA,FL,GILCHRIST,1910,AL GORE,3300,GEORGE W. BUSH
2000,12043,FLORIDA,FL,GLADES,1442,AL GORE,1841,GEORGE W. BUSH
2000,12045,FLORIDA,FL,GULF,2397,AL GORE,3550,GEORGE W. BUSH
2000,12047,FLORIDA,FL,HAMILTON,1722,AL GORE,2146,GEORGE W. BUSH
2000,12049,FLORIDA,FL,HARDEE,2339,AL GORE,3765,GEORGE W. BUSH
2000,12051,FLORIDA,FL,HENDRY,3240,AL GORE,4747,GEORGE W. BUSH
2000,12053,FLORIDA,FL,HERNANDO,32644,AL GORE,30646,GEORGE W. BUSH
2000,12055,FLORIDA,FL,HIGHLANDS,14167,AL GORE,20206,GEORGE W. BUSH
2000,12057,FLORIDA,FL,HILLSBOROUGH,169557,AL GORE,180760,GEORGE W. BUSH
2000,12059,FLORIDA,FL,HOLMES,2177,AL GORE,5011,GEORGE W. BUSH
2000,12061,FLORIDA,FL,INDIAN RIVER,19768,AL GORE,28635,GEORGE W. BUSH
2000,12063,FLORIDA,FL,JACKSON,6868,AL GORE,9138,GEORGE W. BUSH
2000,12065,FLORIDA,FL,JEFFERSON,3041,AL GORE,2478,GEORGE W. BUSH
2000,12067,FLORIDA,FL,LAFAYETTE,789,AL GORE,1670,GEORGE W. BUSH
2000,12069,FLORIDA,FL,LAKE,36571,AL GORE,50010,GEORGE W. BUSH
2000,12071,FLORIDA,FL,LEE,73560,AL GORE,106141,GEORGE W. BUSH
2000,12073,FLORIDA,FL,LEON,61427,AL GORE,39062,GEORGE W. BUSH
2000,12075,FLORIDA,FL,LEVY,5398,AL GORE,6858,GEORGE W. BUSH
2000,12077,FLORIDA,FL,LIBERTY,1017,AL GORE,1317,GEORGE W. BUSH
2000,12079,FLORIDA,FL,MADISON,3014,AL GORE,3038,GEORGE W. BUSH
2000,12081,FLORIDA,FL,MANATEE,49177,AL GORE,57952,GEORGE W. BUSH
2000,12083,FLORIDA,FL,MARION,44665,AL GORE,55141,GEORGE W. BUSH
2000,12085,FLORIDA,FL,MARTIN,26620,AL GORE,33970,GEORGE W. BUSH
2000,12086,FLORIDA,FL,MIAMI-DADE,328808,AL GORE,289533,GEORGE W. BUSH
2000,12087,FLORIDA,FL,MONROE,16483,AL GORE,16059,GEORGE W. BUSH
2000,12089,FLORIDA,FL,NASSAU,6952,AL GORE,16404,GEORGE W. BUSH
2000,12091,FLORIDA,FL,OKALOOSA,16948,AL GORE,52093,GEORGE W. BUSH
2000,12093,FLORIDA,FL,OKEECHOBEE,4588,AL GORE,5057,GEORGE W. BUSH
2000,12095,FLORIDA,FL,ORANGE,140220,AL GORE,134517,GEORGE W. BUSH
2000,12097,FLORIDA,FL,OSCEOLA,28181,AL GORE,26212,GEORGE W. BUSH
2000,12099,FLORIDA,FL,PALM BEACH,269732,AL GORE,152951,GEORGE W. BUSH
2000,12101,FLORIDA,FL,PASCO,69564,AL GORE,68582,GEORGE W. BUSH
2000,12103,FLORIDA,FL,PINELLAS,200630,AL GORE,184825,GEORGE W. BUSH
2000,12105,FLORIDA,FL,POLK,75200,AL GORE,90295,GEORGE W. BUSH
2000,12107,FLORIDA,FL,PUTNAM,12102,AL GORE,13447,GEORGE W. BUSH
2000,12109,FLORIDA,FL,ST. JOHNS,19502,AL GORE,39546,GEORGE W. BUSH
2000,12111,FLORIDA,FL,ST. LUCIE,41559,AL GORE,34705,GEORGE W. BUSH
2000,12113,FLORIDA,FL,SANTA ROSA,12802,AL GORE,36274,GEORGE W. BUSH
2000,12115,FLORIDA,FL,SARASOTA,72853,AL GORE,83100,GEORGE W. BUSH
2000,12117,FLORIDA,FL,SEMINOLE,59174,AL GORE,75677,GEORGE W. BUSH
2000,12119,FLORIDA,FL,SUMTER,9637,AL GORE,12127,GEORGE W. BUSH
2000,12121,FLORIDA,FL,SUWANNEE,4075,AL GORE,8006,GEORGE W. BUSH
2000,12123,FLORIDA,FL,TAYLOR,2649,AL GORE,4056,GEORGE W. BUSH
2000,12125,FLORIDA,FL,UNION,1407,AL GORE,2332,GEORGE W. BUSH
2000,12127,FLORIDA,FL,VOLUSIA,97304,AL GORE,82357,GEORGE W. BUSH
2000,12129,FLORIDA,FL,WAKULLA,3838,AL GORE,4512,GEORGE W. BUSH
2000,12131,FLORIDA,FL,WALTON,5642,AL GORE,12182,GEORGE W. BUSH
2000,12133,FLORIDA,FL,WASHINGTON,2798,AL GORE,4994,GEORGE W. BUSH
2000,13001,GEORGIA,GA,APPLING,2093,AL GORE,3940,GEORGE W. BUSH
2000,13003,GEORGIA,GA,ATKINSON,821,AL GORE,1228,GEORGE W. BUSH
2000,13005,GEORGIA,GA,BACON,956,AL GORE,2010,GEORGE W. BUSH
2000,13007,GEORGIA,GA,BAKER,893,AL GORE,615,GEORGE W. BUSH
2000,13009,GEORGIA,GA,BALDWIN,5893,AL GORE,6041,GEORGE W. BUSH
2000,13011,GEORGIA,GA,BANKS,1220,AL GORE,3202,GEORGE W. BUSH
2000,13013,GEORGIA,GA,BARROW,3657,AL GORE,7925,GEORGE W. BUSH
2000,13015,GEORGIA,GA,BARTOW,7508,AL GORE,14720,GEORGE W. BUSH
2000,13017,GEORGIA,GA,BEN HILL,2234,AL GORE,2381,GEORGE W. BUSH
2000,13019,GEORGIA,GA,BERRIEN,1640,AL GORE,2718,GEORGE W. BUSH
2000,13021,GEORGIA,GA,BIBB,24996,AL GORE,24071,GEORGE W. BUSH
2000,13023,GEORGIA,GA,BLECKLEY,1273,AL GORE,2436,GEORGE W. BUSH
2000,13025,GEORGIA,GA,BRANTLEY,1372,AL GORE,3118,GEORGE W. BUSH
2000,13027,GEORGIA,GA,BROOKS,2096,AL GORE,2406,GEORGE W. BUSH
2000,13029,GEORGIA,GA,BRYAN,2172,AL GORE,4835,GEORGE W. BUSH
2000,13031,GEORGIA,GA,BULLOCH,5561,AL GORE,8990,GEORGE W. BUSH
2000,13033,GEORGIA,GA,BURKE,3720,AL GORE,3381,GEORGE W. BUSH
2000,13035,GEORGIA,GA,BUTTS,2281,AL GORE,3198,GEORGE W. BUSH
2000,13037,GEORGIA,GA,CALHOUN,1107,AL GORE,768,GEORGE W. BUSH
2000,13039,GEORGIA,GA,CAMDEN,3636,AL GORE,6371,GEORGE W. BUSH
2000,13043,GEORGIA,GA,CANDLER,1053,AL GORE,1643,GEORGE W. BUSH
2000,13045,GEORGIA,GA,CARROLL,8752,AL GORE,16326,GEORGE W. BUSH
2000,13047,GEORGIA,GA,CATOOSA,5470,AL GORE,12033,GEORGE W. BUSH
2000,13049,GEORGIA,GA,CHARLTON,1015,AL GORE,1770,GEORGE W. BUSH
2000,13051,GEORGIA,GA,CHATHAM,37590,AL GORE,37847,GEORGE W. BUSH
2000,13053,GEORGIA,GA,CHATTAHOOCHEE,600,AL GORE,590,GEORGE W. BUSH
2000,13055,GEORGIA,GA,CHATTOOGA,2729,AL GORE,3640,GEORGE W. BUSH
2000,13057,GEORGIA,GA,CHEROKEE,12295,AL GORE,38033,GEORGE W. BUSH
2000,13059,GEORGIA,GA,CLARKE,15167,AL GORE,11850,GEORGE W. BUSH
2000,13061,GEORGIA,GA,CLAY,821,AL GORE,448,GEORGE W. BUSH
2000,13063,GEORGIA,GA,CLAYTON,40042,AL GORE,19966,GEORGE W. BUSH
2000,13065,GEORGIA,GA,CLINCH,816,AL GORE,1091,GEORGE W. BUSH
2000,13067,GEORGIA,GA,COBB,86676,AL GORE,140494,GEORGE W. BUSH
2000,13069,GEORGIA,GA,COFFEE,3593,AL GORE,5756,GEORGE W. BUSH
2000,13071,GEORGIA,GA,COLQUITT,3297,AL GORE,6589,GEORGE W. BUSH
2000,13073,GEORGIA,GA,COLUMBIA,8969,AL GORE,26660,GEORGE W. BUSH
2000,13075,GEORGIA,GA,COOK,1639,AL GORE,2279,GEORGE W. BUSH
2000,13077,GEORGIA,GA,COWETA,9056,AL GORE,21327,GEORGE W. BUSH
2000,13079,GEORGIA,GA,CRAWFORD,1513,AL GORE,1987,GEORGE W. BUSH
2000,13081,GEORGIA,GA,CRISP,2268,AL GORE,3285,GEORGE W. BUSH
2000,13083,GEORGIA,GA,DADE,1628,AL GORE,3333,GEORGE W. BUSH
2000,13085,GEORGIA,GA,DAWSON,1458,AL GORE,4210,GEORGE W. BUSH
2000,13087,GEORGIA,GA,DECATUR,3398,AL GORE,4187,GEORGE W. BUSH
2000,13089,GEORGIA,GA,DEKALB,154509,AL GORE,58807,GEORGE W. BUSH
2000,13091,GEORGIA,GA,DODGE,2326,AL GORE,3472,GEORGE W. BUSH
2000,13093,GEORGIA,GA,DOOLY,1901,AL GORE,1588,GEORGE W. BUSH
2000,13095,GEORGIA,GA,DOUGHERTY,16650,AL GORE,12248,GEORGE W. BUSH
2000,13097,GEORGIA,GA,DOUGLAS,11162,AL GORE,18893,GEORGE W. BUSH
2000,13099,GEORGIA,GA,EARLY,1622,AL GORE,1938,GEORGE W. BUSH
2000,13101,GEORGIA,GA,ECHOLS,272,AL GORE,614,GEORGE W. BUSH
2000,13103,GEORGIA,GA,EFFINGHAM,3232,AL GORE,7326,GEORGE W. BUSH
2000,13105,GEORGIA,GA,ELBERT,2527,AL GORE,3262,GEORGE W. BUSH
2000,13107,GEORGIA,GA,EMANUEL,2835,AL GORE,3343,GEORGE W. BUSH
2000,13109,GEORGIA,GA,EVANS,1217,AL GORE,1841,GEORGE W. BUSH
2000,13111,GEORGIA,GA,FANNIN,2736,AL GORE,5463,GEORGE W. BUSH
2000,13113,GEORGIA,GA,FAYETTE,11912,AL GORE,29338,GEORGE W. BUSH
2000,13115,GEORGIA,GA,FLOYD,10282,AL GORE,16194,GEORGE W. BUSH
2000,13117,GEORGIA,GA,FORSYTH,6694,AL GORE,27769,GEORGE W. BUSH
2000,13119,GEORGIA,GA,FRANKLIN,2040,AL GORE,3659,GEORGE W. BUSH
2000,13121,GEORGIA,GA,FULTON,152039,AL GORE,104870,GEORGE W. BUSH
2000,13123,GEORGIA,GA,GILMER,2230,AL GORE,4941,GEORGE W. BUSH
2000,13125,GEORGIA,GA,GLASCOCK,249,AL GORE,763,GEORGE W. BUSH
2000,13127,GEORGIA,GA,GLYNN,7778,AL GORE,14346,GEORGE W. BUSH
2000,13129,GEORGIA,GA,GORDON,4032,AL GORE,7944,GEORGE W. BUSH
2000,13131,GEORGIA,GA,GRADY,2721,AL GORE,3894,GEORGE W. BUSH
2000,13133,GEORGIA,GA,GREENE,2137,AL GORE,2980,GEORGE W. BUSH
2000,13135,GEORGIA,GA,GWINNETT,61434,AL GORE,121756,GEORGE W. BUSH
2000,13137,GEORGIA,GA,HABERSHAM,2530,AL GORE,6964,GEORGE W. BUSH
2000,13139,GEORGIA,GA,HALL,10259,AL GORE,26841,GEORGE W. BUSH
2000,13141,GEORGIA,GA,HANCOCK,2414,AL GORE,662,GEORGE W. BUSH
2000,13143,GEORGIA,GA,HARALSON,2869,AL GORE,5153,GEORGE W. BUSH
2000,13145,GEORGIA,GA,HARRIS,2912,AL GORE,5554,GEORGE W. BUSH
2000,13147,GEORGIA,GA,HART,3192,AL GORE,4242,GEORGE W. BUSH
2000,13149,GEORGIA,GA,HEARD,1178,AL GORE,1947,GEORGE W. BUSH
2000,13151,GEORGIA,GA,HENRY,11971,AL GORE,25815,GEORGE W. BUSH
2000,13153,GEORGIA,GA,HOUSTON,13301,AL GORE,23174,GEORGE W. BUSH
2000,13155,GEORGIA,GA,IRWIN,1105,AL GORE,1720,GEORGE W. BUSH
2000,13157,GEORGIA,GA,JACKSON,3420,AL GORE,7878,GEORGE W. BUSH
2000,13159,GEORGIA,GA,JASPER,1558,AL GORE,2298,GEORGE W. BUSH
2000,13161,GEORGIA,GA,JEFF DAVIS,1379,AL GORE,2797,GEORGE W. BUSH
2000,13163,GEORGIA,GA,JEFFERSON,2973,AL GORE,2559,GEORGE W. BUSH
2000,13165,GEORGIA,GA,JENKINS,1250,AL GORE,1317,GEORGE W. BUSH
2000,13167,GEORGIA,GA,JOHNSON,1065,AL GORE,1797,GEORGE W. BUSH
2000,13169,GEORGIA,GA,JONES,3102,AL GORE,4850,GEORGE W. BUSH
2000,13171,GEORGIA,GA,LAMAR,2194,AL GORE,2912,GEORGE W. BUSH
2000,13173,GEORGIA,GA,LANIER,832,AL GORE,1048,GEORGE W. BUSH
2000,13175,GEORGIA,GA,LAURENS,5724,AL GORE,8133,GEORGE W. BUSH
2000,13177,GEORGIA,GA,LEE,1936,AL GORE,5872,GEORGE W. BUSH
2000,13179,GEORGIA,GA,LIBERTY,5347,AL GORE,4455,GEORGE W. BUSH
2000,13181,GEORGIA,GA,LINCOLN,1275,AL GORE,1807,GEORGE W. BUSH
2000,13183,GEORGIA,GA,LONG,975,AL GORE,1320,GEORGE W. BUSH
2000,13185,GEORGIA,GA,LOWNDES,10616,AL GORE,14462,GEORGE W. BUSH
2000,13187,GEORGIA,GA,LUMPKIN,2121,AL GORE,4427,GEORGE W. BUSH
2000,13189,GEORGIA,GA,MCDUFFIE,2580,AL GORE,3926,GEORGE W. BUSH
2000,13191,GEORGIA,GA,MCINTOSH,2047,AL GORE,1766,GEORGE W. BUSH
2000,13193,GEORGIA,GA,MACON,2757,AL GORE,1566,GEORGE W. BUSH
2000,13195,GEORGIA,GA,MADISON,2285,AL GORE,5529,GEORGE W. BUSH
2000,13197,GEORGIA,GA,MARION,982,AL GORE,1187,GEORGE W. BUSH
2000,13199,GEORGIA,GA,MERIWETHER,3441,AL GORE,3162,GEORGE W. BUSH
2000,13201,GEORGIA,GA,MILLER,783,AL GORE,1349,GEORGE W. BUSH
2000,13205,GEORGIA,GA,MITCHELL,2971,AL GORE,2790,GEORGE W. BUSH
2000,13207,GEORGIA,GA,MONROE,2839,AL GORE,4561,GEORGE W. BUSH
2000,13209,GEORGIA,GA,MONTGOMERY,1013,AL GORE,1465,GEORGE W. BUSH
2000,13211,GEORGIA,GA,MORGAN,2238,AL GORE,3524,GEORGE W. BUSH
2000,13213,GEORGIA,GA,MURRAY,2684,AL GORE,5539,GEORGE W. BUSH
2000,13215,GEORGIA,GA,MUSCOGEE,28193,AL GORE,23479,GEORGE W. BUSH
2000,13217,GEORGIA,GA,NEWTON,6703,AL GORE,11127,GEORGE W. BUSH
2000,13219,GEORGIA,GA,OCONEE,3184,AL GORE,7611,GEORGE W. BUSH
2000,13221,GEORGIA,GA,OGLETHORPE,1519,AL GORE,2706,GEORGE W. BUSH
2000,13223,GEORGIA,GA,PAULDING,6743,AL GORE,16881,GEORGE W. BUSH
2000,13225,GEORGIA,GA,PEACH,3540,AL GORE,3525,GEORGE W. BUSH
2000,13227,GEORGIA,GA,PICKENS,2489,AL GORE,5488,GEORGE W. BUSH
2000,13229,GEORGIA,GA,PIERCE,1300,AL GORE,3348,GEORGE W. BUSH
2000,13231,GEORGIA,GA,PIKE,1413,AL GORE,3358,GEORGE W. BUSH
2000,13233,GEORGIA,GA,POLK,4112,AL GORE,5841,GEORGE W. BUSH
2000,13235,GEORGIA,GA,PULASKI,1390,AL GORE,1922,GEORGE W. BUSH
2000,13237,GEORGIA,GA,PUTNAM,2612,AL GORE,3596,GEORGE W. BUSH
2000,13239,GEORGIA,GA,QUITMAN,542,AL GORE,348,GEORGE W. BUSH
2000,13241,GEORGIA,GA,RABUN,1776,AL GORE,3451,GEORGE W. BUSH
2000,13243,GEORGIA,GA,RANDOLPH,1381,AL GORE,1174,GEORGE W. BUSH
2000,13245,GEORGIA,GA,RICHMOND,31413,AL GORE,25485,GEORGE W. BUSH
2000,13247,GEORGIA,GA,ROCKDALE,8295,AL GORE,15440,GEORGE W. BUSH
2000,13249,GEORGIA,GA,SCHLEY,460,AL GORE,706,GEORGE W. BUSH
2000,13251,GEORGIA,GA,SCREVEN,2233,AL GORE,2461,GEORGE W. BUSH
2000,13253,GEORGIA,GA,SEMINOLE,1313,AL GORE,1537,GEORGE W. BUSH
2000,13255,GEORGIA,GA,SPALDING,5831,AL GORE,9271,GEORGE W. BUSH
2000,13257,GEORGIA,GA,STEPHENS,2869,AL GORE,5370,GEORGE W. BUSH
2000,13259,GEORGIA,GA,STEWART,1267,AL GORE,675,GEORGE W. BUSH
2000,13261,GEORGIA,GA,SUMTER,4748,AL GORE,4847,GEORGE W. BUSH
2000,13263,GEORGIA,GA,TALBOT,1662,AL GORE,844,GEORGE W. BUSH
2000,13265,GEORGIA,GA,TALIAFERRO,556,AL GORE,271,GEORGE W. BUSH
2000,13267,GEORGIA,GA,TATTNALL,1963,AL GORE,3597,GEORGE W. BUSH
2000,13269,GEORGIA,GA,TAYLOR,1340,AL GORE,1412,GEORGE W. BUSH
2000,13271,GEORGIA,GA,TELFAIR,1777,AL GORE,1693,GEORGE W. BUSH
2000,13273,GEORGIA,GA,TERRELL,1584,AL GORE,1504,GEORGE W. BUSH
2000,13275,GEORGIA,GA,THOMAS,4862,AL GORE,7093,GEORGE W. BUSH
2000,13277,GEORGIA,GA,TIFT,3547,AL GORE,6678,GEORGE W. BUSH
2000,13279,GEORGIA,GA,TOOMBS,2643,AL GORE,4487,GEORGE W. BUSH
2000,13281,GEORGIA,GA,TOWNS,1495,AL GORE,2902,GEORGE W. BUSH
2000,13283,GEORGIA,GA,TREUTLEN,879,AL GORE,1062,GEORGE W. BUSH
2000,13285,GEORGIA,GA,TROUP,6379,AL GORE,11198,GEORGE W. BUSH
2000,13287,GEORGIA,GA,TURNER,1169,AL GORE,1258,GEORGE W. BUSH
2000,13289,GEORGIA,GA,TWIGGS,1977,AL GORE,1570,GEORGE W. BUSH
2000,13291,GEORGIA,GA,UNION,2230,AL GORE,4567,GEORGE W. BUSH
2000,13293,GEORGIA,GA,UPSON,3158,AL GORE,5019,GEORGE W. BUSH
2000,13295,GEORGIA,GA,WALKER,6341,AL GORE,12326,GEORGE W. BUSH
2000,13297,GEORGIA,GA,WALTON,5484,AL GORE,12966,GEORGE W. BUSH
2000,13299,GEORGIA,GA,WARE,3480,AL GORE,6099,GEORGE W. BUSH
2000,13301,GEORGIA,GA,WARREN,1196,AL GORE,933,GEORGE W. BUSH
2000,13303,GEORGIA,GA,WASHINGTON,3476,AL GORE,3162,GEORGE W. BUSH
2000,13305,GEORGIA,GA,WAYNE,2736,AL GORE,5219,GEORGE W. BUSH
2000,13307,GEORGIA,GA,WEBSTER,541,AL GORE,359,GEORGE W. BUSH
2000,13309,GEORGIA,GA,WHEELER,752,AL GORE,813,GEORGE W. BUSH
2000,13311,GEORGIA,GA,WHITE,2014,AL GORE,4857,GEORGE W. BUSH
2000,13313,GEORGIA,GA,WHITFIELD,7034,AL GORE,15852,GEORGE W. BUSH
2000,13315,GEORGIA,GA,WILCOX,962,AL GORE,1381,GEORGE W. BUSH
2000,13317,GEORGIA,GA,WILKES,1940,AL GORE,2044,GEORGE W. BUSH
2000,13319,GEORGIA,GA,WILKINSON,1884,AL GORE,1800,GEORGE W. BUSH
2000,13321,GEORGIA,GA,WORTH,2214,AL GORE,3792,GEORGE W. BUSH
2000,15001,HAWAII,HI,HAWAII,28670,AL GORE,17050,GEORGE W. BUSH
2000,15003,HAWAII,HI,HONOLULU,139618,AL GORE,101310,GEORGE W. BUSH
2000,15007,HAWAII,HI,KAUAI,13470,AL GORE,6583,GEORGE W. BUSH
2000,15009,HAWAII,HI,MAUI,23484,AL GORE,12876,GEORGE W. BUSH
