year,fips,state,state_po,county_name,dem_votes,candidate.x,rep_votes,candidate.y
2004,48319,TEXAS,TX,MASON,459,JOHN KERRY,1600,GEORGE W. BUSH
2004,48321,TEXAS,TX,MATAGORDA,4355,JOHN KERRY,8119,GEORGE W. BUSH
2004,48323,TEXAS,TX,MAVERICK,5948,JOHN KERRY,4025,GEORGE W. BUSH
2004,48325,TEXAS,TX,MEDINA,4322,JOHN KERRY,10389,GEORGE W. BUSH
2004,48327,TEXAS,TX,MENARD,331,JOHN KERRY,761,GEORGE W. BUSH
2004,48329,TEXAS,TX,MIDLAND,8005,JOHN KERRY,36585,GEORGE W. BUSH
2004,48331,TEXAS,TX,MILAM,3445,JOHN KERRY,5291,GEORGE W. BUSH
2004,48333,TEXAS,TX,MILLS,416,JOHN KERRY,1794,GEORGE W. BUSH
2004,48335,TEXAS,TX,MITCHELL,639,JOHN KERRY,1912,GEORGE W. BUSH
2004,48337,TEXAS,TX,MONTAGUE,1946,JOHN KERRY,5910,GEORGE W. BUSH
2004,48339,TEXAS,TX,MONTGOMERY,28628,JOHN KERRY,104654,GEORGE W. BUSH
2004,48341,TEXAS,TX,MOORE,1009,JOHN KERRY,4601,GEORGE W. BUSH
2004,48343,TEXAS,TX,MORRIS,2437,JOHN KERRY,2818,GEORGE W. BUSH
2004,48345,TEXAS,TX,MOTLEY,113,JOHN KERRY,564,GEORGE W. BUSH
2004,48347,TEXAS,TX,NACOGDOCHES,7152,JOHN KERRY,14160,GEORGE W. BUSH
2004,48349,TEXAS,TX,NAVARRO,5259,JOHN KERRY,10715,GEORGE W. BUSH
2004,48351,TEXAS,TX,NEWTON,2513,JOHN KERRY,3159,GEORGE W. BUSH
2004,48353,TEXAS,TX,NOLAN,1541,JOHN KERRY,3722,GEORGE W. BUSH
2004,48355,TEXAS,TX,NUECES,44439,JOHN KERRY,59359,GEORGE W. BUSH
2004,48357,TEXAS,TX,OCHILTREE,251,JOHN KERRY,2922,GEORGE W. BUSH
2004,48359,TEXAS,TX,OLDHAM,108,JOHN KERRY,733,GEORGE W. BUSH
2004,48361,TEXAS,TX,ORANGE,11476,JOHN KERRY,20292,GEORGE W. BUSH
2004,48363,TEXAS,TX,PALO PINTO,2816,JOHN KERRY,7137,GEORGE W. BUSH
2004,48365,TEXAS,TX,PANOLA,2958,JOHN KERRY,7021,GEORGE W. BUSH
2004,48367,TEXAS,TX,PARKER,8966,JOHN KERRY,31795,GEORGE W. BUSH
2004,48369,TEXAS,TX,PARMER,389,JOHN KERRY,2375,GEORGE W. BUSH
2004,48371,TEXAS,TX,PECOS,1242,JOHN KERRY,3167,GEORGE W. BUSH
2004,48373,TEXAS,TX,POLK,6964,JOHN KERRY,13778,GEORGE W. BUSH
2004,48375,TEXAS,TX,POTTER,7489,JOHN KERRY,21401,GEORGE W. BUSH
2004,48377,TEXAS,TX,PRESIDIO,1159,JOHN KERRY,715,GEORGE W. BUSH
2004,48379,TEXAS,TX,RAINS,1213,JOHN KERRY,2998,GEORGE W. BUSH
2004,48381,TEXAS,TX,RANDALL,7849,JOHN KERRY,40520,GEORGE W. BUSH
2004,48383,TEXAS,TX,REAGAN,184,JOHN KERRY,956,GEORGE W. BUSH
2004,48385,TEXAS,TX,REAL,325,JOHN KERRY,1314,GEORGE W. BUSH
2004,48387,TEXAS,TX,RED RIVER,2097,JOHN KERRY,3379,GEORGE W. BUSH
2004,48389,TEXAS,TX,REEVES,1600,JOHN KERRY,1777,GEORGE W. BUSH
2004,48391,TEXAS,TX,REFUGIO,1232,JOHN KERRY,2212,GEORGE W. BUSH
2004,48393,TEXAS,TX,ROBERTS,46,JOHN KERRY,461,GEORGE W. BUSH
2004,48395,TEXAS,TX,ROBERTSON,2979,JOHN KERRY,3792,GEORGE W. BUSH
2004,48397,TEXAS,TX,ROCKWALL,5320,JOHN KERRY,20120,GEORGE W. BUSH
2004,48399,TEXAS,TX,RUNNELS,792,JOHN KERRY,3239,GEORGE W. BUSH
2004,48401,TEXAS,TX,RUSK,4899,JOHN KERRY,13390,GEORGE W. BUSH
2004,48403,TEXAS,TX,SABINE,1476,JOHN KERRY,3138,GEORGE W. BUSH
2004,48405,TEXAS,TX,SAN AUGUSTINE,1506,JOHN KERRY,2235,GEORGE W. BUSH
2004,48407,TEXAS,TX,SAN JACINTO,2688,JOHN KERRY,5394,GEORGE W. BUSH
2004,48409,TEXAS,TX,SAN PATRICIO,7764,JOHN KERRY,13474,GEORGE W. BUSH
2004,48411,TEXAS,TX,SAN SABA,529,JOHN KERRY,1894,GEORGE W. BUSH
2004,48413,TEXAS,TX,SCHLEICHER,312,JOHN KERRY,1012,GEORGE W. BUSH
2004,48415,TEXAS,TX,SCURRY,981,JOHN KERRY,4576,GEORGE W. BUSH
2004,48417,TEXAS,TX,SHACKELFORD,229,JOHN KERRY,1292,GEORGE W. BUSH
2004,48419,TEXAS,TX,SHELBY,2951,JOHN KERRY,6295,GEORGE W. BUSH
2004,48421,TEXAS,TX,SHERMAN,124,JOHN KERRY,942,GEORGE W. BUSH
2004,48423,TEXAS,TX,SMITH,19970,JOHN KERRY,53392,GEORGE W. BUSH
2004,48425,TEXAS,TX,SOMERVELL,831,JOHN KERRY,2701,GEORGE W. BUSH
2004,48427,TEXAS,TX,STARR,7199,JOHN KERRY,2552,GEORGE W. BUSH
2004,48429,TEXAS,TX,STEPHENS,703,JOHN KERRY,2803,GEORGE W. BUSH
2004,48431,TEXAS,TX,STERLING,71,JOHN KERRY,544,GEORGE W. BUSH
2004,48433,TEXAS,TX,STONEWALL,250,JOHN KERRY,499,GEORGE W. BUSH
2004,48435,TEXAS,TX,SUTTON,280,JOHN KERRY,1173,GEORGE W. BUSH
2004,48437,TEXAS,TX,SWISHER,626,JOHN KERRY,1487,GEORGE W. BUSH
2004,48439,TEXAS,TX,TARRANT,207286,JOHN KERRY,349462,GEORGE W. BUSH
2004,48441,TEXAS,TX,TAYLOR,10648,JOHN KERRY,37197,GEORGE W. BUSH
2004,48443,TEXAS,TX,TERRELL,159,JOHN KERRY,306,GEORGE W. BUSH
2004,48445,TEXAS,TX,TERRY,794,JOHN KERRY,3166,GEORGE W. BUSH
2004,48447,TEXAS,TX,THROCKMORTON,202,JOHN KERRY,656,GEORGE W. BUSH
2004,48449,TEXAS,TX,TITUS,3173,JOHN KERRY,5709,GEORGE W. BUSH
2004,48451,TEXAS,TX,TOM GREEN,9007,JOHN KERRY,28185,GEORGE W. BUSH
2004,48453,TEXAS,TX,TRAVIS,197235,JOHN KERRY,147885,GEORGE W. BUSH
2004,48455,TEXAS,TX,TRINITY,2204,JOHN KERRY,3985,GEORGE W. BUSH
2004,48457,TEXAS,TX,TYLER,2659,JOHN KERRY,5043,GEORGE W. BUSH
2004,48459,TEXAS,TX,UPSHUR,4225,JOHN KERRY,10232,GEORGE W. BUSH
2004,48461,TEXAS,TX,UPTON,185,JOHN KERRY,1009,GEORGE W. BUSH
2004,48463,TEXAS,TX,UVALDE,3298,JOHN KERRY,5148,GEORGE W. BUSH
2004,48465,TEXAS,TX,VAL VERDE,4757,JOHN KERRY,6968,GEORGE W. BUSH
2004,48467,TEXAS,TX,VAN ZANDT,4822,JOHN KERRY,14976,GEORGE W. BUSH
2004,48469,TEXAS,TX,VICTORIA,8553,JOHN KERRY,20875,GEORGE W. BUSH
2004,48471,TEXAS,TX,WALKER,5977,JOHN KERRY,11710,GEORGE W. BUSH
2004,48473,TEXAS,TX,WALLER,6145,JOHN KERRY,7679,GEORGE W. BUSH
2004,48475,TEXAS,TX,WARD,901,JOHN KERRY,2856,GEORGE W. BUSH
2004,48477,TEXAS,TX,WASHINGTON,3389,JOHN KERRY,9597,GEORGE W. BUSH
2004,48479,TEXAS,TX,WEBB,23654,JOHN KERRY,17753,GEORGE W. BUSH
2004,48481,TEXAS,TX,WHARTON,4702,JOHN KERRY,9288,GEORGE W. BUSH
2004,48483,TEXAS,TX,WHEELER,420,JOHN KERRY,1960,GEORGE W. BUSH
2004,48485,TEXAS,TX,WICHITA,12819,JOHN KERRY,32472,GEORGE W. BUSH
2004,48487,TEXAS,TX,WILBARGER,1284,JOHN KERRY,3685,GEORGE W. BUSH
2004,48489,TEXAS,TX,WILLACY,2734,JOHN KERRY,2209,GEORGE W. BUSH
2004,48491,TEXAS,TX,WILLIAMSON,43117,JOHN KERRY,83284,GEORGE W. BUSH
2004,48493,TEXAS,TX,WILSON,4409,JOHN KERRY,10400,GEORGE W. BUSH
2004,48495,TEXAS,TX,WINKLER,391,JOHN KERRY,1604,GEORGE W. BUSH
2004,48497,TEXAS,TX,WISE,4783,JOHN KERRY,15177,GEORGE W. BUSH
2004,48499,TEXAS,TX,WOOD,4034,JOHN KERRY,12831,GEORGE W. BUSH
2004,48501,TEXAS,TX,YOAKUM,376,JOHN KERRY,2228,GEORGE W. BUSH
2004,48503,TEXAS,TX,YOUNG,1511,JOHN KERRY,5874,GEORGE W. BUSH
2004,48505,TEXAS,TX,ZAPATA,1662,JOHN KERRY,1228,GEORGE W. BUSH
2004,48507,TEXAS,TX,ZAVALA,2332,JOHN KERRY,777,GEORGE W. BUSH
2004,49001,UTAH,UT,BEAVER,493,JOHN KERRY,2023,GEORGE W. BUSH
2004,49003,UTAH,UT,BOX ELDER,2244,JOHN KERRY,15751,GEORGE W. BUSH
2004,49005,UTAH,UT,CACHE,6375,JOHN KERRY,32486,GEORGE W. BUSH
2004,49007,UTAH,UT,CARBON,3415,JOHN KERRY,4950,GEORGE W. BUSH
2004,49009,UTAH,UT,DAGGETT,108,JOHN KERRY,380,GEORGE W. BUSH
2004,49011,UTAH,UT,DAVIS,20893,JOHN KERRY,86187,GEORGE W. BUSH
2004,49013,UTAH,UT,DUCHESNE,738,JOHN KERRY,4742,GEORGE W. BUSH
2004,49015,UTAH,UT,EMERY,831,JOHN KERRY,3781,GEORGE W. BUSH
2004,49017,UTAH,UT,GARFIELD,264,JOHN KERRY,1848,GEORGE W. BUSH
2004,49019,UTAH,UT,GRAND,1858,JOHN KERRY,2130,GEORGE W. BUSH
2004,49021,UTAH,UT,IRON,2267,JOHN KERRY,12815,GEORGE W. BUSH
2004,49023,UTAH,UT,JUAB,605,JOHN KERRY,2681,GEORGE W. BUSH
2004,49025,UTAH,UT,KANE,576,JOHN KERRY,2414,GEORGE W. BUSH
2004,49027,UTAH,UT,MILLARD,626,JOHN KERRY,4084,GEORGE W. BUSH
2004,49029,UTAH,UT,MORGAN,472,JOHN KERRY,3301,GEORGE W. BUSH
2004,49031,UTAH,UT,PIUTE,123,JOHN KERRY,646,GEORGE W. BUSH
2004,49033,UTAH,UT,RICH,109,JOHN KERRY,922,GEORGE W. BUSH
2004,49035,UTAH,UT,SALT LAKE,135949,JOHN KERRY,215728,GEORGE W. BUSH
2004,49037,UTAH,UT,SAN JUAN,1906,JOHN KERRY,2971,GEORGE W. BUSH
2004,49039,UTAH,UT,SANPETE,1189,JOHN KERRY,7004,GEORGE W. BUSH
2004,49041,UTAH,UT,SEVIER,920,JOHN KERRY,6597,GEORGE W. BUSH
2004,49043,UTAH,UT,SUMMIT,6977,JOHN KERRY,7936,GEORGE W. BUSH
2004,49045,UTAH,UT,TOOELE,4130,JOHN KERRY,12181,GEORGE W. BUSH
2004,49047,UTAH,UT,UINTAH,1266,JOHN KERRY,8518,GEORGE W. BUSH
2004,49049,UTAH,UT,UTAH,17357,JOHN KERRY,128269,GEORGE W. BUSH
2004,49051,UTAH,UT,WASATCH,1854,JOHN KERRY,5503,GEORGE W. BUSH
2004,49053,UTAH,UT,WASHINGTON,7513,JOHN KERRY,35633,GEORGE W. BUSH
2004,49055,UTAH,UT,WAYNE,279,JOHN KERRY,1062,GEORGE W. BUSH
2004,49057,UTAH,UT,WEBER,19862,JOHN KERRY,51199,GEORGE W. BUSH
2004,50001,VERMONT,VT,ADDISON,11147,JOHN KERRY,7077,GEORGE W. BUSH
2004,50003,VERMONT,VT,BENNINGTON,11069,JOHN KERRY,7616,GEORGE W. BUSH
2004,50005,VERMONT,VT,CALEDONIA,7106,JOHN KERRY,6765,GEORGE W. BUSH
2004,50007,VERMONT,VT,CHITTENDEN,49369,JOHN KERRY,26422,GEORGE W. BUSH
2004,50009,VERMONT,VT,ESSEX,1276,JOHN KERRY,1591,GEORGE W. BUSH
2004,5001,ARKANSAS,AR,ARKANSAS,3110,JOHN KERRY,3789,GEORGE W. BUSH
2004,50011,VERMONT,VT,FRANKLIN,10598,JOHN KERRY,8936,GEORGE W. BUSH
2004,50013,VERMONT,VT,GRAND ISLE,2246,JOHN KERRY,1754,GEORGE W. BUSH
2004,50015,VERMONT,VT,LAMOILLE,7636,JOHN KERRY,4260,GEORGE W. BUSH
2004,50017,VERMONT,VT,ORANGE,8159,JOHN KERRY,6421,GEORGE W. BUSH
2004,50019,VERMONT,VT,ORLEANS,6330,JOHN KERRY,5666,GEORGE W. BUSH
2004,50021,VERMONT,VT,RUTLAND,15904,JOHN KERRY,14440,GEORGE W. BUSH
2004,50023,VERMONT,VT,WASHINGTON,19177,JOHN KERRY,11461,GEORGE W. BUSH
2004,50025,VERMONT,VT,WINDHAM,15489,JOHN KERRY,7280,GEORGE W. BUSH
2004,50027,VERMONT,VT,WINDSOR,18561,JOHN KERRY,11491,GEORGE W. BUSH
2004,5003,ARKANSAS,AR,ASHLEY,3881,JOHN KERRY,4567,GEORGE W. BUSH
2004,5005,ARKANSAS,AR,BAXTER,7129,JOHN KERRY,11128,GEORGE W. BUSH
2004,5007,ARKANSAS,AR,BENTON,20756,JOHN KERRY,46571,GEORGE W. BUSH
2004,5009,ARKANSAS,AR,BOONE,4640,JOHN KERRY,9793,GEORGE W. BUSH
2004,5011,ARKANSAS,AR,BRADLEY,2206,JOHN KERRY,2011,GEORGE W. BUSH
2004,5013,ARKANSAS,AR,CALHOUN,942,JOHN KERRY,1341,GEORGE W. BUSH
2004,5015,ARKANSAS,AR,CARROLL,4161,JOHN KERRY,6184,GEORGE W. BUSH
2004,5017,ARKANSAS,AR,CHICOT,2993,JOHN KERRY,1725,GEORGE W. BUSH
2004,5019,ARKANSAS,AR,CLARK,4985,JOHN KERRY,4127,GEORGE W. BUSH
2004,5021,ARKANSAS,AR,CLAY,3264,JOHN KERRY,2759,GEORGE W. BUSH
2004,5023,ARKANSAS,AR,CLEBURNE,4702,JOHN KERRY,7001,GEORGE W. BUSH
2004,5025,ARKANSAS,AR,CLEVELAND,1450,JOHN KERRY,2009,GEORGE W. BUSH
2004,5027,ARKANSAS,AR,COLUMBIA,4108,JOHN KERRY,5729,GEORGE W. BUSH
2004,5029,ARKANSAS,AR,CONWAY,4259,JOHN KERRY,4293,GEORGE W. BUSH
2004,5031,ARKANSAS,AR,CRAIGHEAD,13665,JOHN KERRY,15818,GEORGE W. BUSH
2004,5033,ARKANSAS,AR,CRAWFORD,6764,JOHN KERRY,13391,GEORGE W. BUSH
2004,5035,ARKANSAS,AR,CRITTENDEN,8277,JOHN KERRY,6930,GEORGE W. BUSH
2004,5037,ARKANSAS,AR,CROSS,3135,JOHN KERRY,3864,GEORGE W. BUSH
2004,5039,ARKANSAS,AR,DALLAS,1667,JOHN KERRY,1699,GEORGE W. BUSH
2004,5041,ARKANSAS,AR,DESHA,2851,JOHN KERRY,1729,GEORGE W. BUSH
2004,5043,ARKANSAS,AR,DREW,2952,JOHN KERRY,3262,GEORGE W. BUSH
2004,5045,ARKANSAS,AR,FAULKNER,14538,JOHN KERRY,21514,GEORGE W. BUSH
2004,5047,ARKANSAS,AR,FRANKLIN,3008,JOHN KERRY,4181,GEORGE W. BUSH
2004,5049,ARKANSAS,AR,FULTON,2370,JOHN KERRY,2522,GEORGE W. BUSH
2004,5051,ARKANSAS,AR,GARLAND,18040,JOHN KERRY,21734,GEORGE W. BUSH
2004,5053,ARKANSAS,AR,GRANT,2524,JOHN KERRY,4205,GEORGE W. BUSH
2004,5055,ARKANSAS,AR,GREENE,6561,JOHN KERRY,7232,GEORGE W. BUSH
2004,5057,ARKANSAS,AR,HEMPSTEAD,3817,JOHN KERRY,3580,GEORGE W. BUSH
2004,5059,ARKANSAS,AR,HOT SPRING,5903,JOHN KERRY,5962,GEORGE W. BUSH
2004,5061,ARKANSAS,AR,HOWARD,2166,JOHN KERRY,2736,GEORGE W. BUSH
2004,5063,ARKANSAS,AR,INDEPENDENCE,5443,JOHN KERRY,7430,GEORGE W. BUSH
2004,5065,ARKANSAS,AR,IZARD,2586,JOHN KERRY,2833,GEORGE W. BUSH
2004,5067,ARKANSAS,AR,JACKSON,3515,JOHN KERRY,2624,GEORGE W. BUSH
2004,5069,ARKANSAS,AR,JEFFERSON,19675,JOHN KERRY,10218,GEORGE W. BUSH
2004,5071,ARKANSAS,AR,JOHNSON,3622,JOHN KERRY,4311,GEORGE W. BUSH
2004,5073,ARKANSAS,AR,LAFAYETTE,1567,JOHN KERRY,1604,GEORGE W. BUSH
2004,5075,ARKANSAS,AR,LAWRENCE,3544,JOHN KERRY,2951,GEORGE W. BUSH
2004,5077,ARKANSAS,AR,LEE,2548,JOHN KERRY,1492,GEORGE W. BUSH
2004,5079,ARKANSAS,AR,LINCOLN,2149,JOHN KERRY,1921,GEORGE W. BUSH
2004,5081,ARKANSAS,AR,LITTLE RIVER,2677,JOHN KERRY,2575,GEORGE W. BUSH
2004,5083,ARKANSAS,AR,LOGAN,3361,JOHN KERRY,5076,GEORGE W. BUSH
2004,5085,ARKANSAS,AR,LONOKE,7454,JOHN KERRY,14398,GEORGE W. BUSH
2004,5087,ARKANSAS,AR,MADISON,2421,JOHN KERRY,3873,GEORGE W. BUSH
2004,5089,ARKANSAS,AR,MARION,2602,JOHN KERRY,4127,GEORGE W. BUSH
2004,5091,ARKANSAS,AR,MILLER,6139,JOHN KERRY,8448,GEORGE W. BUSH
2004,5093,ARKANSAS,AR,MISSISSIPPI,7593,JOHN KERRY,6121,GEORGE W. BUSH
2004,5095,ARKANSAS,AR,MONROE,2049,JOHN KERRY,1586,GEORGE W. BUSH
2004,5097,ARKANSAS,AR,MONTGOMERY,1524,JOHN KERRY,2367,GEORGE W. BUSH
2004,5099,ARKANSAS,AR,NEVADA,1694,JOHN KERRY,1752,GEORGE W. BUSH
2004,51001,VIRGINIA,VA,ACCOMACK,5518,JOHN KERRY,7726,GEORGE W. BUSH
2004,51003,VIRGINIA,VA,ALBEMARLE,22088,JOHN KERRY,21189,GEORGE W. BUSH
2004,51005,VIRGINIA,VA,ALLEGHANY,3203,JOHN KERRY,3962,GEORGE W. BUSH
2004,51007,VIRGINIA,VA,AMELIA,1862,JOHN KERRY,3499,GEORGE W. BUSH
2004,51009,VIRGINIA,VA,AMHERST,4866,JOHN KERRY,7758,GEORGE W. BUSH
2004,5101,ARKANSAS,AR,NEWTON,1506,JOHN KERRY,2779,GEORGE W. BUSH
2004,51011,VIRGINIA,VA,APPOMATTOX,2191,JOHN KERRY,4366,GEORGE W. BUSH
2004,51013,VIRGINIA,VA,ARLINGTON,63987,JOHN KERRY,29635,GEORGE W. BUSH
2004,51015,VIRGINIA,VA,AUGUSTA,7019,JOHN KERRY,22100,GEORGE W. BUSH
2004,51017,VIRGINIA,VA,BATH,828,JOHN KERRY,1432,GEORGE W. BUSH
2004,51019,VIRGINIA,VA,BEDFORD,9102,JOHN KERRY,21925,GEORGE W. BUSH
2004,51021,VIRGINIA,VA,BLAND,846,JOHN KERRY,1962,GEORGE W. BUSH
2004,51023,VIRGINIA,VA,BOTETOURT,4801,JOHN KERRY,10865,GEORGE W. BUSH
2004,51025,VIRGINIA,VA,BRUNSWICK,4062,JOHN KERRY,2852,GEORGE W. BUSH
2004,51027,VIRGINIA,VA,BUCHANAN,5275,JOHN KERRY,4507,GEORGE W. BUSH
2004,51029,VIRGINIA,VA,BUCKINGHAM,2789,JOHN KERRY,3185,GEORGE W. BUSH
2004,5103,ARKANSAS,AR,OUACHITA,5188,JOHN KERRY,5345,GEORGE W. BUSH
2004,51031,VIRGINIA,VA,CAMPBELL,6862,JOHN KERRY,15891,GEORGE W. BUSH
2004,51033,VIRGINIA,VA,CAROLINE,4878,JOHN KERRY,4999,GEORGE W. BUSH
2004,51035,VIRGINIA,VA,CARROLL,3888,JOHN KERRY,8173,GEORGE W. BUSH
2004,51036,VIRGINIA,VA,CHARLES CITY,2155,JOHN KERRY,1254,GEORGE W. BUSH
2004,51037,VIRGINIA,VA,CHARLOTTE,2223,JOHN KERRY,3166,GEORGE W. BUSH
2004,51041,VIRGINIA,VA,CHESTERFIELD,49346,JOHN KERRY,83745,GEORGE W. BUSH
2004,51043,VIRGINIA,VA,CLARKE,2699,JOHN KERRY,3741,GEORGE W. BUSH
2004,51045,VIRGINIA,VA,CRAIG,901,JOHN KERRY,1706,GEORGE W. BUSH
2004,51047,VIRGINIA,VA,CULPEPER,5476,JOHN KERRY,10026,GEORGE W. BUSH
2004,51049,VIRGINIA,VA,CUMBERLAND,1721,JOHN KERRY,2377,GEORGE W. BUSH
2004,5105,ARKANSAS,AR,PERRY,1921,JOHN KERRY,2435,GEORGE W. BUSH
2004,51051,VIRGINIA,VA,DICKENSON,3761,JOHN KERRY,3591,GEORGE W. BUSH
2004,51053,VIRGINIA,VA,DINWIDDIE,4569,JOHN KERRY,6193,GEORGE W. BUSH
2004,51057,VIRGINIA,VA,ESSEX,2007,JOHN KERRY,2304,GEORGE W. BUSH
2004,51059,VIRGINIA,VA,FAIRFAX,245671,JOHN KERRY,211980,GEORGE W. BUSH
2004,51061,VIRGINIA,VA,FAUQUIER,10712,JOHN KERRY,19011,GEORGE W. BUSH
2004,51063,VIRGINIA,VA,FLOYD,2488,JOHN KERRY,4162,GEORGE W. BUSH
2004,51065,VIRGINIA,VA,FLUVANNA,4415,JOHN KERRY,6458,GEORGE W. BUSH
2004,51067,VIRGINIA,VA,FRANKLIN,8002,JOHN KERRY,14048,GEORGE W. BUSH
2004,51069,VIRGINIA,VA,FREDERICK,8853,JOHN KERRY,19386,GEORGE W. BUSH
2004,5107,ARKANSAS,AR,PHILLIPS,5642,JOHN KERRY,3161,GEORGE W. BUSH
2004,51071,VIRGINIA,VA,GILES,3047,JOHN KERRY,4320,GEORGE W. BUSH
2004,51073,VIRGINIA,VA,GLOUCESTER,5105,JOHN KERRY,11084,GEORGE W. BUSH
2004,51075,VIRGINIA,VA,GOOCHLAND,3583,JOHN KERRY,6668,GEORGE W. BUSH
2004,51077,VIRGINIA,VA,GRAYSON,2430,JOHN KERRY,4655,GEORGE W. BUSH
2004,51079,VIRGINIA,VA,GREENE,2240,JOHN KERRY,4570,GEORGE W. BUSH
2004,51081,VIRGINIA,VA,GREENSVILLE,2514,JOHN KERRY,1732,GEORGE W. BUSH
2004,51083,VIRGINIA,VA,HALIFAX,6220,JOHN KERRY,8363,GEORGE W. BUSH
2004,51085,VIRGINIA,VA,HANOVER,13941,JOHN KERRY,35404,GEORGE W. BUSH
2004,51087,VIRGINIA,VA,HENRICO,60864,JOHN KERRY,71809,GEORGE W. BUSH
2004,51089,VIRGINIA,VA,HENRY,9851,JOHN KERRY,13358,GEORGE W. BUSH
2004,5109,ARKANSAS,AR,PIKE,1310,JOHN KERRY,2013,GEORGE W. BUSH
2004,51091,VIRGINIA,VA,HIGHLAND,522,JOHN KERRY,982,GEORGE W. BUSH
2004,51093,VIRGINIA,VA,ISLE OF WIGHT,5871,JOHN KERRY,9929,GEORGE W. BUSH
2004,51095,VIRGINIA,VA,JAMES CITY,11934,JOHN KERRY,18949,GEORGE W. BUSH
2004,51097,VIRGINIA,VA,KING AND QUEEN,1506,JOHN KERRY,1737,GEORGE W. BUSH
2004,51099,VIRGINIA,VA,KING GEORGE,2739,JOHN KERRY,5124,GEORGE W. BUSH
2004,51101,VIRGINIA,VA,KING WILLIAM,2436,JOHN KERRY,4397,GEORGE W. BUSH
2004,51103,VIRGINIA,VA,LANCASTER,2477,JOHN KERRY,3724,GEORGE W. BUSH
2004,51105,VIRGINIA,VA,LEE,4005,JOHN KERRY,5664,GEORGE W. BUSH
2004,51107,VIRGINIA,VA,LOUDOUN,47271,JOHN KERRY,60382,GEORGE W. BUSH
2004,51109,VIRGINIA,VA,LOUISA,4844,JOHN KERRY,7083,GEORGE W. BUSH
2004,5111,ARKANSAS,AR,POINSETT,4069,JOHN KERRY,3555,GEORGE W. BUSH
2004,51111,VIRGINIA,VA,LUNENBURG,2362,JOHN KERRY,2858,GEORGE W. BUSH
2004,51113,VIRGINIA,VA,MADISON,2176,JOHN KERRY,3556,GEORGE W. BUSH
2004,51115,VIRGINIA,VA,MATHEWS,1589,JOHN KERRY,3497,GEORGE W. BUSH
2004,51117,VIRGINIA,VA,MECKLENBURG,5293,JOHN KERRY,7319,GEORGE W. BUSH
2004,51119,VIRGINIA,VA,MIDDLESEX,1914,JOHN KERRY,3336,GEORGE W. BUSH
2004,51121,VIRGINIA,VA,MONTGOMERY,14128,JOHN KERRY,17070,GEORGE W. BUSH
2004,51125,VIRGINIA,VA,NELSON,3543,JOHN KERRY,3539,GEORGE W. BUSH
2004,51127,VIRGINIA,VA,NEW KENT,2443,JOHN KERRY,5414,GEORGE W. BUSH
2004,5113,ARKANSAS,AR,POLK,2473,JOHN KERRY,5192,GEORGE W. BUSH
2004,51131,VIRGINIA,VA,NORTHAMPTON,2775,JOHN KERRY,2669,GEORGE W. BUSH
2004,51133,VIRGINIA,VA,NORTHUMBERLAND,2548,JOHN KERRY,3832,GEORGE W. BUSH
2004,51135,VIRGINIA,VA,NOTTOWAY,2635,JOHN KERRY,3303,GEORGE W. BUSH
2004,51137,VIRGINIA,VA,ORANGE,5015,JOHN KERRY,7749,GEORGE W. BUSH
2004,51139,VIRGINIA,VA,PAGE,3324,JOHN KERRY,6221,GEORGE W. BUSH
2004,51141,VIRGINIA,VA,PATRICK,2572,JOHN KERRY,5507,GEORGE W. BUSH
2004,51143,VIRGINIA,VA,PITTSYLVANIA,9274,JOHN KERRY,17673,GEORGE W. BUSH
2004,51145,VIRGINIA,VA,POWHATAN,3112,JOHN KERRY,8955,GEORGE W. BUSH
2004,51147,VIRGINIA,VA,PRINCE EDWARD,3632,JOHN KERRY,3571,GEORGE W. BUSH
2004,51149,VIRGINIA,VA,PRINCE GEORGE,5066,JOHN KERRY,8131,GEORGE W. BUSH
2004,5115,ARKANSAS,AR,POPE,7100,JOHN KERRY,13614,GEORGE W. BUSH
2004,51153,VIRGINIA,VA,PRINCE WILLIAM,61271,JOHN KERRY,69776,GEORGE W. BUSH
2004,51155,VIRGINIA,VA,PULASKI,5310,JOHN KERRY,8769,GEORGE W. BUSH
2004,51157,VIRGINIA,VA,RAPPAHANNOCK,1837,JOHN KERRY,2172,GEORGE W. BUSH
2004,51159,VIRGINIA,VA,RICHMOND,1243,JOHN KERRY,2082,GEORGE W. BUSH
2004,51161,VIRGINIA,VA,ROANOKE,16082,JOHN KERRY,30596,GEORGE W. BUSH
2004,51163,VIRGINIA,VA,ROCKBRIDGE,3627,JOHN KERRY,5412,GEORGE W. BUSH
2004,51165,VIRGINIA,VA,ROCKINGHAM,7273,JOHN KERRY,21737,GEORGE W. BUSH
2004,51167,VIRGINIA,VA,RUSSELL,5167,JOHN KERRY,6077,GEORGE W. BUSH
2004,51169,VIRGINIA,VA,SCOTT,3324,JOHN KERRY,6479,GEORGE W. BUSH
2004,5117,ARKANSAS,AR,PRAIRIE,1562,JOHN KERRY,2030,GEORGE W. BUSH
2004,51171,VIRGINIA,VA,SHENANDOAH,5186,JOHN KERRY,11820,GEORGE W. BUSH
2004,51173,VIRGINIA,VA,SMYTH,4143,JOHN KERRY,7906,GEORGE W. BUSH
2004,51175,VIRGINIA,VA,SOUTHAMPTON,3431,JOHN KERRY,4018,GEORGE W. BUSH
